X,Y,FID,GEODB_OID,GEODB_SUBT,OBJECTID,ASSETID,OWNER,MAINTRESP,LOCATIONID,IMAGEPATH,BIKEPARKTY,NUMSPACES,NUMUNITS,BPLEVEL,BPSTYLE,FINISH,MOUNTING,COVERED,BPFUND,ROTATION
-122.64877450160715,45.524255175268429,1033,1507,BPRackST,1507,5220-0002375,PDXTRANS,PDXTRANS,BF19084, ,5220,0,0, ,STAPLE, , , , ,0
-122.678307496976558,45.523178344405835,1034,1006,BPRackST,1006,5220-0001884,PDXTRANS,PRIVATE,BF67361, ,5220,0,0, ,UNK, , , , ,0
-122.683599803488221,45.515340122142952,1035,1107,BPRackST,1107,5220-0001784,PDXTRANS,PDXTRANS,BF64523, ,5220,0,0, ,STAPLE, , , , ,0
-122.680147891379704,45.526687513264996,1036,1606,BPRackST,1606,5220-0002437,PDXTRANS,PDXTRANS,BF28365, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.674627934021686,45.52014993875305,1037,1208,BPRackST,1208,5220-0001965,PDXTRANS,PDXTRANS,BF56203, ,5220,0,0, ,STAPLE, , , , ,0
-122.635659888818537,45.559099265902042,1038,1508,BPRackST,1508,5220-0002383,PDXTRANS,PDXTRANS,BF17634, ,5220,0,0, ,STAPLE, , , , ,0
-122.672231961408059,45.522079075431805,1039,1704,BPRackST,1704,5220-0002590,PDXTRANS,PDXTRANS,BF55703, ,5220,0,0, ,STAPLE, , , , ,0
-122.674256084243112,45.520396870681267,1040,1209,BPRackST,1209,5220-0000445,PDXTRANS,UNKNOWN,BF56171, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.674800734027826,45.522006889406271,1041,1108,BPRackST,1108,5220-0001787,PDXTRANS,PDXTRANS,BF56719, ,5220,0,0, ,STAPLE, , , , ,0
-122.683757484923618,45.521915985741678,1042,1607,BPRackST,1607,5220-0002438,PDXTRANS,PDXTRANS,BF66968, ,5220,0,0, ,STAPLE, , , , ,0
-122.635566190580747,45.559098793707527,1043,1509,BPRackST,1509,5220-0002384,PDXTRANS,PDXTRANS,BF17634, ,5220,0,0, ,STAPLE, , , , ,0
-122.678002369080943,45.523179811729193,1044,1007,BPRackST,1007,5220-0001885,PDXTRANS,PRIVATE,BF67361, ,5220,0,0, ,UNK, , , , ,0
-122.672325974693607,45.522361308093984,1045,1705,BPRackST,1705,5220-0000767,PDXTRANS,PDXTRANS,BF58391, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.674243039048164,45.52042271466982,1046,1210,BPRackST,1210,5220-0000446,PDXTRANS,UNKNOWN,BF56171, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.674576036385673,45.521973178869359,1047,1109,BPRackST,1109,5220-0001790,PDXTRANS,PDXTRANS,BF56673, ,5220,0,0, ,STAPLE, , , , ,0
-122.677985188216368,45.523180137387158,1048,1008,BPRackST,1008,5220-0001886,PDXTRANS,PRIVATE,BF67361, ,5220,0,0, ,UNK, , , , ,0
-122.635468587930461,45.559098302497972,1049,1510,BPRackST,1510,5220-0002385,PDXTRANS,PDXTRANS,BF17634, ,5220,0,0, ,STAPLE, , , , ,0
-122.690462976631807,45.521326508224909,1050,1608,BPRackST,1608,5220-0002439,PDXTRANS,PDXTRANS,BF55173, ,5220,4,0, ,UNK, , ,N, ,0
-122.672330561932284,45.522380234325972,1051,1706,BPRackST,1706,5220-0000766,PDXTRANS,PDXTRANS,BF58391, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.674086898909152,45.520709927093009,1052,1211,BPRackST,1211,5220-0000444,PDXTRANS,UNKNOWN,BF56171, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.674279037870917,45.520803293161549,1053,1212,BPRackST,1212,5220-0000467,PDXTRANS,UNKNOWN,BF56202, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.672337771880137,45.522409974586978,1054,1707,BPRackST,1707,5220-0000765,PDXTRANS,PDXTRANS,BF55740, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.683402977801308,45.528065745138683,1055,1009,BPRackST,1009,5220-0001891,PDXTRANS,PDXTRANS,BF27319, ,5220,0,0, ,STAPLE, , , , ,0
-122.690338271149727,45.521587475774723,1056,1609,BPRackST,1609,5220-0001283,PDXTRANS,PDXTRANS,BF67654, ,5220,0,0, ,CORA, , ,U, ,0
-122.674402482788992,45.522295155446741,1057,1110,BPRackST,1110,5220-0001791,PDXTRANS,PDXTRANS,BF56673, ,5220,0,0, ,STAPLE, , , , ,0
-122.639532790440086,45.503601942510358,1058,1511,BPRackST,1511,5220-0002386,PDXTRANS,PDXTRANS,BF43659, ,5220,0,0, ,STAPLE, , , , ,0
-122.673776004097618,45.521741146413888,1059,1213,BPRackST,1213,5220-0001966,PDXTRANS,PDXTRANS,BF56200, ,5220,0,0, ,STAPLE, , , , ,0
-122.690359107362312,45.52154321034012,1060,1610,BPRackST,1610,5220-0001284,PDXTRANS,PDXTRANS,BF67654, ,5220,0,0, ,CORA, , ,U, ,0
-122.685054980997194,45.519077899558333,1061,1010,BPRackST,1010,5220-0000509,PDXTRANS,UNKNOWN,BF54777, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.672420162124425,45.522127012071856,1062,1708,BPRackST,1708,5220-0001071,PDXTRANS,PDXTRANS,BF55740, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.673651644785281,45.521974349972872,1063,1214,BPRackST,1214,5220-0001967,PDXTRANS,PDXTRANS,BF56200, ,5220,0,0, ,STAPLE, , , , ,0
-122.684363136977737,45.515621115366322,1064,1111,BPRackST,1111,5220-0001792,PDXTRANS,PDXTRANS,BF54599, ,5220,0,0, ,STAPLE, , , , ,0
-122.623807322627044,45.504840975979512,1065,1512,BPRackST,1512,5220-0002334,PDXTRANS,PDXTRANS,BF36737, ,5220,0,0, ,STAPLE, , , , ,0
-122.685066092930796,45.519057395449472,1066,1011,BPRackST,1011,5220-0000510,PDXTRANS,UNKNOWN,BF54777, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.673816708447461,45.519573460266983,1067,1215,BPRackST,1215,5220-0001984,PDXTRANS,PDXTRANS,BF55744, ,5220,0,0, ,STAPLE, , , , ,0
-122.684263819133321,45.515811433876756,1068,1112,BPRackST,1112,5220-0001793,PDXTRANS,PDXTRANS,BF54599, ,5220,0,0, ,STAPLE, , , , ,0
-122.684850326373521,45.528673401181763,1069,1611,BPRackST,1611,5220-0000975,PDXTRANS,UNKNOWN,BF29587, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.677393166586029,45.524811560522771,1070,1709,BPRackST,1709,5220-0002625,PDXTRANS,PDXTRANS,BF28623, ,5220,0,0, ,STAPLE, , , , ,180
-122.684541912837275,45.52001369737664,1071,1012,BPRackST,1012,5220-0001707,PDXTRANS,PDXTRANS,BF54775, ,5220,0,0, ,STAPLE, , , , ,0
-122.673680098885782,45.519807755543546,1072,1216,BPRackST,1216,5220-0001070,PDXTRANS,UNKNOWN,BF55744, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.632462465557353,45.511986325999146,1073,1513,BPRackST,1513,5220-0002400,PDXTRANS,PDXTRANS,BF46365, ,5220,0,0, ,STAPLE, , , , ,0
-122.684870679826972,45.52855744023956,1074,1612,BPRackST,1612,5220-0001264,PDXTRANS,UNKNOWN,BF29566, ,5220,1,0, ,STAPLE, , ,U, ,0
-122.684323309231388,45.515704104033986,1075,1113,BPRackST,1113,5220-0001794,PDXTRANS,PDXTRANS,BF54599, ,5220,0,0, ,STAPLE, , , , ,0
-122.67740003922529,45.525003486492018,1076,1710,BPRackST,1710,5220-0002626,PDXTRANS,PDXTRANS,BF28623, ,5220,0,0, ,STAPLE, , , , ,180
-122.684349727433997,45.52039073851671,1077,1013,BPRackST,1013,5220-0001834,PDXTRANS,PDXTRANS,BF54775, ,5220,0,0, ,STAPLE, , , , ,0
-122.6734604791301,45.519787111958578,1078,1217,BPRackST,1217,5220-0000376,PDXTRANS,UNKNOWN,BF55707, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.632669064796062,45.511025866911034,1079,1514,BPRackST,1514,5220-0002401,PDXTRANS,PDXTRANS,BF36135, ,5220,0,0, ,STAPLE, , , , ,0
-122.680389629785154,45.528970842204714,1080,1613,BPRackST,1613,5220-0000571,PDXTRANS,UNKNOWN,BF28357, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.684310772261398,45.520462484848842,1081,1014,BPRackST,1014,5220-0001232,PDXTRANS,UNKNOWN,BF54775, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.673468205921552,45.519771962494978,1082,1218,BPRackST,1218,5220-0000377,PDXTRANS,UNKNOWN,BF55707, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.682422183236469,45.519230244654793,1083,1515,BPRackST,1515,5220-0002402,PDXTRANS,PDXTRANS,BF54595, ,5220,0,0, ,STAPLE, , , , ,0
-122.680395973461344,45.529140829308687,1084,1614,BPRackST,1614,5220-0000572,PDXTRANS,UNKNOWN,BF28357, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.684098049740541,45.520432633751341,1085,1015,BPRackST,1015,5220-0000126,PDXTRANS,UNKNOWN,BF54743, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.673524795724546,45.519653508010293,1086,1219,BPRackST,1219,5220-0001985,PDXTRANS,PDXTRANS,BF55707, ,5220,0,0, ,STAPLE, , , , ,0
-122.687847426609281,45.515670394919034,1087,1114,BPRackST,1114,5220-0001229,PDXTRANS,PDXTRANS,BF54832, ,5220,2,1, ,STAPLE, , ,N, ,0
-122.682432579088825,45.519209555831608,1088,1516,BPRackST,1516,5220-0002403,PDXTRANS,PDXTRANS,BF54595, ,5220,0,0, ,STAPLE, , , , ,0
-122.684135859877173,45.520354716386038,1089,1016,BPRackST,1016,5220-0000127,PDXTRANS,UNKNOWN,BF54743, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.675624182456161,45.551517353964599,1090,1220,BPRackST,1220,5220-0001999,PDXTRANS,PDXTRANS,BF6178, ,5220,0,0, ,STAPLE, , , , ,0
-122.684079821662351,45.528686988906138,1091,1615,BPRackST,1615,5220-0002381,PDXTRANS,PDXTRANS,BF29586, ,5220,0,0, ,STAPLE, , , , ,0
-122.651280574506572,45.495037474761837,1092,1517,BPRackST,1517,5220-0002404,PDXTRANS,PDXTRANS,BF33671, ,5220,0,0, ,STAPLE, , , , ,0
-122.687137188857676,45.516954216645289,1093,1115,BPRackST,1115,5220-0000005,PDXTRANS,UNKNOWN,BF54830, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.682592821560277,45.530854687693271,1094,1711,BPRackST,1711,5220-0002618,PDXTRANS,PDXTRANS,BF68342, ,5220,0,0, ,STAPLE, , , , ,0
-122.684402594869141,45.520293368240424,1095,1017,BPRackST,1017,5220-0001899,PDXTRANS,PDXTRANS,BF54775, ,5220,0,0, ,ART, , , , ,0
-122.681024806827111,45.521781924909355,1096,1221,BPRackST,1221,5220-0002001,PDXTRANS,PDXTRANS,BF54591, ,5220,0,0, ,STAPLE, , , , ,0
-122.684161352276874,45.528685557561062,1097,1616,BPRackST,1616,5220-0000616,PDXTRANS,UNKNOWN,BF29586, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.651280984748027,45.495012792352199,1098,1518,BPRackST,1518,5220-0002405,PDXTRANS,PDXTRANS,BF33671, ,5220,0,0, ,STAPLE, , , , ,0
-122.682971212228452,45.530847763887969,1099,1712,BPRackST,1712,5220-0002619,PDXTRANS,PDXTRANS,BF68342, ,5220,0,0, ,STAPLE, , , , ,0
-122.683072225419409,45.522318410106848,1100,1018,BPRackST,1018,5220-0000006,PDXTRANS,UNKNOWN,BF54740, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.622008831272012,45.51212899229612,1101,1222,BPRackST,1222,5220-0002002,PDXTRANS,PDXTRANS,BF46307, ,5220,0,0, ,STAPLE, , , , ,0
-122.682374631645587,45.517575593712834,1102,1116,BPRackST,1116,5220-0001798,PDXTRANS,PDXTRANS,BF58168, ,5220,0,0, ,STAPLE, , , , ,0
-122.684183779404364,45.528685157427454,1103,1617,BPRackST,1617,5220-0002382,PDXTRANS,PDXTRANS,BF29586, ,5220,0,0, ,STAPLE, , , , ,0
-122.683205268258618,45.53084348031657,1104,1713,BPRackST,1713,5220-0002620,PDXTRANS,PDXTRANS,BF68342, ,5220,0,0, ,STAPLE, , , , ,0
-122.617222279804452,45.526222860109321,1105,1519,BPRackST,1519,5220-0002406,PDXTRANS,PDXTRANS,BF14366, ,5220,0,0, ,STAPLE, , , , ,0
-122.681095811764038,45.525267699588213,1106,1618,BPRackST,1618,5220-0002457,PDXTRANS,PDXTRANS,BF27205, ,5220,2,0, ,STAPLE, , ,N, ,180
-122.65673300005426,45.522591925890154,1107,1223,BPRackST,1223,5220-0002003,PDXTRANS,PDXTRANS,BF41816, ,5220,0,0, ,STAPLE, , , , ,0
-122.681598018549892,45.530872518534174,1108,1714,BPRackST,1714,5220-0002621,PDXTRANS,PDXTRANS,BF68358, ,5220,2,0, ,HOOP, , , , ,0
-122.683108255574055,45.522251749933965,1109,1019,BPRackST,1019,5220-0000007,PDXTRANS,UNKNOWN,BF54740, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.681959344427725,45.518106066502249,1110,1117,BPRackST,1117,5220-0000685,PDXTRANS,UNKNOWN,BF58146, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.656733094255998,45.522575470047379,1111,1224,BPRackST,1224,5220-0002004,PDXTRANS,PDXTRANS,BF41816, ,5220,0,0, ,STAPLE, , , , ,0
-122.675522533104967,45.524279801120848,1112,1715,BPRackST,1715,5220-0000841,PDXTRANS,UNKNOWN,BF28189, ,5220,0,0, ,STAPLE, , ,U, ,180
-122.617222248590053,45.526192690729445,1113,1520,BPRackST,1520,5220-0002407,PDXTRANS,PDXTRANS,BF14366, ,5220,0,0, ,STAPLE, , , , ,0
-122.681105501728098,45.525519933516797,1114,1619,BPRackST,1619,5220-0002458,PDXTRANS,PDXTRANS,BF27205, ,5220,2,0, ,STAPLE, , ,N, ,180
-122.675523277288733,45.524299804702963,1115,1716,BPRackST,1716,5220-0000842,PDXTRANS,UNKNOWN,BF28189, ,5220,0,0, ,STAPLE, , ,U, ,180
-122.639563640697276,45.503281031838227,1116,1225,BPRackST,1225,5220-0002005,PDXTRANS,PDXTRANS,BF35551, ,5220,0,0, ,STAPLE, , , , ,180
-122.68330382805172,45.522321444318756,1117,1020,BPRackST,1020,5220-0001903,PDXTRANS,PDXTRANS,BF54772, ,5220,0,0, ,STAPLE, , , , ,0
-122.681854547840985,45.51830072167148,1118,1118,BPRackST,1118,5220-0000686,PDXTRANS,UNKNOWN,BF58146, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.681111715989587,45.525681692221802,1119,1620,BPRackST,1620,5220-0002498,PDXTRANS,PDXTRANS,BF27205, ,5220,0,0, ,STAPLE, , , , ,0
-122.617222248590053,45.526192690729445,1120,1521,BPRackST,1521,5220-0002408,PDXTRANS,PDXTRANS,BF14366, ,5220,0,0, ,STAPLE, , , , ,0
-122.677447846344563,45.526292890126633,1121,1717,BPRackST,1717,5220-0002643,PDXTRANS,PDXTRANS,BF28625, ,5220,0,0, ,STAPLE, , , , ,0
-122.602150902490337,45.516821527082136,1122,1226,BPRackST,1226,5220-0002007,PDXTRANS,PDXTRANS,BF42461, ,5220,0,0, ,STAPLE, , , , ,0
-122.68016491999191,45.522838156824236,1123,1718,BPRackST,1718,5220-0000349,PDXTRANS,UNKNOWN,BF58160, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.677905332112331,45.52665951764709,1124,1621,BPRackST,1621,5220-0002460,PDXTRANS,PDXTRANS,BF29256, ,5220,0,0, ,STAPLE, , , , ,0
-122.683246765563311,45.522426496921504,1125,1021,BPRackST,1021,5220-0001904,PDXTRANS,PDXTRANS,BF54772, ,5220,0,0, ,STAPLE, , , , ,0
-122.689897654217447,45.562479018798371,1126,1522,BPRackST,1522,5220-0002409,PDXTRANS,PDXTRANS,BF3483, ,5220,0,0, ,STAPLE, , , , ,0
-122.685539634684517,45.519920122241615,1127,1119,BPRackST,1119,5220-0000187,PDXTRANS,UNKNOWN,BF54827, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.615341175227925,45.516615786591579,1128,1227,BPRackST,1227,5220-0002008,PDXTRANS,PDXTRANS,BF42452, ,5220,0,0, ,STAPLE, , , , ,0
-122.680158559389454,45.522646152422986,1129,1719,BPRackST,1719,5220-0001528,PDXTRANS,PDXTRANS,BF58160, ,5220,0,0, ,STAPLE, , , , ,0
-122.682475187268196,45.530241148896216,1130,1622,BPRackST,1622,5220-0000590,PDXTRANS,PDXTRANS,BF68345, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.572468110514677,45.47906259953065,1131,1228,BPRackST,1228,5220-0002009,PDXTRANS,PDXTRANS,BF53595, ,5220,0,0, ,STAPLE, , , , ,0
-122.680162541120652,45.522766523490603,1132,1720,BPRackST,1720,5220-0002097,PDXTRANS,PDXTRANS,BF58160, ,5220,0,0, ,STAPLE, , , , ,0
-122.689898026594179,45.562440622804345,1133,1523,BPRackST,1523,5220-0002410,PDXTRANS,PDXTRANS,BF3483, ,5220,0,0, ,STAPLE, , , , ,0
-122.682706453040467,45.521266037784407,1134,1022,BPRackST,1022,5220-0001907,PDXTRANS,PDXTRANS,BF54705, ,5220,0,0, ,STAPLE, , , , ,0
-122.681367771642698,45.519446770746931,1135,1120,BPRackST,1120,5220-0001805,PDXTRANS,PDXTRANS,BF58165, ,5220,0,0, ,STAPLE, , , , ,0
-122.572474043946869,45.478892602842343,1136,1229,BPRackST,1229,5220-0002010,PDXTRANS,PDXTRANS,BF53595, ,5220,0,0, ,STAPLE, , , , ,0
-122.679981891522843,45.522310079250708,1137,1721,BPRackST,1721,5220-0001208,PDXTRANS,UNKNOWN,BF58140, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.682483830188943,45.530465965671766,1138,1623,BPRackST,1623,5220-0000592,PDXTRANS,PDXTRANS,BF68345, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.660216023722654,45.519405741489713,1139,1524,BPRackST,1524,5220-0002411,PDXTRANS,PDXTRANS,BF52445, ,5220,0,0, ,STAPLE, , , , ,0
-122.679451888254235,45.519875406719763,1140,1023,BPRackST,1023,5220-0001918,PDXTRANS,PDXTRANS,BF59178, ,5220,0,0, ,STAPLE, , , , ,0
-122.661129255612948,45.535004769470802,1141,1230,BPRackST,1230,5220-0002011,PDXTRANS,PDXTRANS,BF18261, ,5220,0,0, ,STAPLE, , , , ,0
-122.679977049866679,45.522175674914322,1142,1722,BPRackST,1722,5220-0001209,PDXTRANS,UNKNOWN,BF58140, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.681306440597808,45.519562375198944,1143,1121,BPRackST,1121,5220-0001806,PDXTRANS,PDXTRANS,BF58165, ,5220,0,0, ,STAPLE, , , , ,155
-122.682490892138418,45.530649657416184,1144,1624,BPRackST,1624,5220-0000593,PDXTRANS,PDXTRANS,BF68345, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.679190884530527,45.520355459167128,1145,1024,BPRackST,1024,5220-0001618,PDXTRANS,PDXTRANS,BF59177, ,5220,0,0, ,STAPLE, , , , ,0
-122.661207305850837,45.535004875474911,1146,1231,BPRackST,1231,5220-0002012,PDXTRANS,PDXTRANS,BF18261, ,5220,0,0, ,STAPLE, , , , ,0
-122.616515117423319,45.512115363640071,1147,1525,BPRackST,1525,5220-0002412,PDXTRANS,PDXTRANS,BF46312, ,5220,0,0, ,STAPLE, , , , ,0
-122.681057110723771,45.520021505016224,1148,1122,BPRackST,1122,5220-0001807,PDXTRANS,PDXTRANS,BF58164, ,5220,0,0, ,STAPLE, , , , ,155
-122.6739571473137,45.519418799230792,1149,1723,BPRackST,1723,5220-0002636,PDXTRANS,PDXTRANS,BF66976, ,5220,0,0, ,STAPLE, , , , ,0
-122.680517055799939,45.52792297857679,1150,1625,BPRackST,1625,5220-0001936,PDXTRANS,PRIVATE,BF29500, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.632676412111437,45.5119266540894,1151,1232,BPRackST,1232,5220-0002021,PDXTRANS,PDXTRANS,BF36135, ,5220,0,0, ,STAPLE, , , , ,0
-122.679310071688676,45.52013497193429,1152,1025,BPRackST,1025,5220-0000551,PDXTRANS,PDXTRANS,BF59177, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.601819785872181,45.505416630186915,1153,1526,BPRackST,1526,5220-0002414,PDXTRANS,PDXTRANS,BF44198, ,5220,0,0, ,STAPLE, , , , ,0
-122.671268578367844,45.523615087528086,1154,1724,BPRackST,1724,5220-0000812,PDXTRANS,UNKNOWN,BF27659, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.680933535513915,45.519996634091967,1155,1123,BPRackST,1123,5220-0000111,PDXTRANS,UNKNOWN,BF58143, ,5220,0,0, ,STAPLE, , ,U, ,155
-122.682108808417581,45.554224480400919,1156,1233,BPRackST,1233,5220-0002027,PDXTRANS,PDXTRANS,BF5924, ,5220,0,0, ,STAPLE, , , , ,0
-122.681088132589309,45.527913186153079,1157,1626,BPRackST,1626,5220-0001938,PDXTRANS,PRIVATE,BF29500, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.671267320195753,45.523582187325751,1158,1725,BPRackST,1725,5220-0000811,PDXTRANS,UNKNOWN,BF27659, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.61553883794646,45.519335718694634,1159,1527,BPRackST,1527,5220-0002415,PDXTRANS,PDXTRANS,BF52477, ,5220,0,0, ,STAPLE, , , , ,0
-122.679096643052631,45.520529798158044,1160,1026,BPRackST,1026,5220-0001926,PDXTRANS,PDXTRANS,BF59177, ,5220,0,0, ,STAPLE, , , , ,0
-122.680828438050895,45.520174515566652,1161,1124,BPRackST,1124,5220-0001813,PDXTRANS,PDXTRANS,BF58143, ,5220,0,0, ,STAPLE, , , , ,155
-122.682490258834932,45.554806195789531,1162,1234,BPRackST,1234,5220-0002028,PDXTRANS,PDXTRANS,BF4589, ,5220,0,0, ,STAPLE, , , , ,0
-122.680960232573213,45.527915124992823,1163,1627,BPRackST,1627,5220-0001937,PDXTRANS,PRIVATE,BF29500, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.671472692152051,45.523670014741811,1164,1726,BPRackST,1726,5220-0002638,PDXTRANS,PDXTRANS,BF27654, ,5220,0,0, ,STAPLE, , , , ,0
-122.581069628058671,45.526352466463671,1165,1528,BPRackST,1528,5220-0002416,PDXTRANS,PDXTRANS,BF20481, ,5220,0,0, ,STAPLE, , , , ,0
-122.676129960275773,45.525265627200532,1166,1727,BPRackST,1727,5220-0002644,PDXTRANS,PDXTRANS,BF29034, ,5220,0,0, ,RIBBON, , , , ,0
-122.68610906980804,45.577047373001108,1167,1235,BPRackST,1235,5220-0002031,PDXTRANS,PDXTRANS,BF5446, ,5220,0,0, ,STAPLE, , , , ,0
-122.681334943443446,45.526750874094908,1168,1628,BPRackST,1628,5220-0002463,PDXTRANS,PDXTRANS,BF27199, ,5220,2,0, ,STAPLE, , ,N, ,180
-122.58881749574806,45.526376728368888,1169,1529,BPRackST,1529,5220-0002417,PDXTRANS,PDXTRANS,BF20474, ,5220,0,0, ,STAPLE, , , , ,0
-122.676207611979905,45.525265299820198,1170,1728,BPRackST,1728,5220-0002645,PDXTRANS,PDXTRANS,BF29034, ,5220,0,0, ,RIBBON, , , , ,0
-122.751492507233053,45.590201004800385,1171,1236,BPRackST,1236,5220-0002034,PDXTRANS,PDXTRANS,BF1872, ,5220,0,0, ,STAPLE, , , , ,0
-122.676070970903382,45.518441566784723,1172,1729,BPRackST,1729,5220-0000664,PDXTRANS,PDXTRANS,BF63812, ,5220,2,0, ,STAPLE, , ,N, ,330
-122.688359470212802,45.521453789410302,1173,1629,BPRackST,1629,5220-0002073,PDXTRANS,PDXTRANS,BF55069, ,5220,0,0, ,STAPLE, , , , ,0
-122.629168616688304,45.51638332355359,1174,1530,BPRackST,1530,5220-0002418,PDXTRANS,PDXTRANS,BF42500, ,5220,0,0, ,STAPLE, , , , ,0
-122.678852944458072,45.520549988080326,1175,1027,BPRackST,1027,5220-0001927,PDXTRANS,PDXTRANS,BF59150, ,5220,0,0, ,STAPLE, , , , ,0
-122.682607122333067,45.518851090046915,1176,1125,BPRackST,1125,5220-0000931,PDXTRANS,UNKNOWN,BF54595, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.751510386018339,45.590173571447309,1177,1237,BPRackST,1237,5220-0002035,PDXTRANS,PDXTRANS,BF1872, ,5220,0,0, ,STAPLE, , , , ,0
-122.683563717296977,45.521101940557308,1178,1730,BPRackST,1730,5220-0002651,PDXTRANS,PDXTRANS,BF58269, ,5220,0,0, ,STAPLE, , , , ,0
-122.675240789974012,45.522431472645671,1179,1630,BPLockerST,1630,5210-0000013,PDXTRANS,UNKNOWN,BF57194, ,5210,4,0, ,UNK, , ,U, ,0
-122.683395945285426,45.521057131379699,1180,1731,BPRackST,1731,5220-0002652,PDXTRANS,PDXTRANS,BF58269, ,5220,0,0, ,STAPLE, , , , ,0
-122.630171068432091,45.512140230219188,1181,1531,BPRackST,1531,5220-0002419,PDXTRANS,PDXTRANS,BF46301, ,5220,0,0, ,STAPLE, , , , ,0
-122.675704442802157,45.538237406595712,1182,1238,BPRackST,1238,5220-0002036,PDXTRANS,PDXTRANS,BF580, ,5220,0,0, ,STAPLE, , , , ,0
-122.675191942083117,45.522299397352334,1183,1631,BPLockerST,1631,5210-0000017,PDXTRANS,UNKNOWN,BF57194, ,5210,5,0, ,UNK, , ,U, ,0
-122.653185008973821,45.512128237240908,1184,1239,BPRackST,1239,5220-0002040,PDXTRANS,PDXTRANS,BF46349, ,5220,0,0, ,STAPLE, , , , ,0
-122.681624267484352,45.519926314656011,1185,1732,BPRackST,1732,5220-0000692,PDXTRANS,PDXTRANS,BF63818, ,5220,2,0, ,STAPLE, , ,N, ,65
-122.632326497731199,45.504739656331729,1186,1532,BPRackST,1532,5220-0002420,PDXTRANS,PDXTRANS,BF44296, ,5220,0,0, ,STAPLE, , , , ,0
-122.679000856639135,45.520275560016941,1187,1028,BPRackST,1028,5220-0001928,PDXTRANS,PDXTRANS,BF59150, ,5220,0,0, ,STAPLE, , , , ,0
-122.67524799542511,45.52227311470817,1188,1632,BPLockerST,1632,5210-0000016,PDXTRANS,UNKNOWN,BF57194, ,5210,10,0, ,UNK, , ,U, ,0
-122.68704223217992,45.515428094197212,1189,1126,BPRackST,1126,5220-0001116,PDXTRANS,UNKNOWN,BF54781, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.638820466134987,45.516373903532958,1190,1240,BPRackST,1240,5220-0002042,PDXTRANS,PDXTRANS,BF42492, ,5220,0,0, ,STAPLE, , , , ,0
-122.625070511765756,45.51213210223267,1191,1533,BPRackST,1533,5220-0002421,PDXTRANS,PDXTRANS,BF46305, ,5220,0,0, ,STAPLE, , , , ,0
-122.681544061089681,45.519904828541584,1192,1733,BPRackST,1733,5220-0000693,PDXTRANS,PDXTRANS,BF63818, ,5220,2,0, ,STAPLE, , ,N, ,65
-122.675324310012542,45.522278695718029,1193,1633,BPLockerST,1633,5210-0000015,PDXTRANS,UNKNOWN,BF57194, ,5210,2,0, ,UNK, , ,U, ,0
-122.682354384808278,45.56616653741893,1194,1241,BPRackST,1241,5220-0002047,PDXTRANS,PDXTRANS,BF4605, ,5220,0,0, ,STAPLE, , , , ,0
-122.686293469662274,45.516373703339859,1195,1127,BPRackST,1127,5220-0000631,PDXTRANS,UNKNOWN,BF54748, ,5220,0,0, ,STAPLE, , ,U, ,66
