X,Y,FID,GEODB_OID,GEODB_SUBT,OBJECTID,ASSETID,OWNER,MAINTRESP,LOCATIONID,IMAGEPATH,BIKEPARKTY,NUMSPACES,NUMUNITS,BPLEVEL,BPSTYLE,FINISH,MOUNTING,COVERED,BPFUND,ROTATION
-122.683389176766241,45.532073361268409,2433,2149,BPRackST,2149,5220-0002844,PDXTRANS,PDXTRANS,BF68336, ,5220,0,0, ,STAPLE, , , , ,0
-122.675473195609158,45.562733233248679,2434,2915,BPRackST,2915,5220-0003242,PDXTRANS,PDXTRANS,BF5154, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.676109868630661,45.525151570608003,2435,2353,BPRackST,2353,5220-0000872,PDXTRANS,UNKNOWN,BF29002, ,5220,0,0, ,STAPLE, , ,N, ,0
-122.680074351533335,45.519512104869619,2436,2417,BPRackST,2417,5220-0000695,PDXTRANS,PDXTRANS,BF63816, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.67735424679816,45.519547315413142,2437,2252,BPRackST,2252,5220-0001419,PDXTRANS,PDXTRANS,BF58283, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.618609638332231,45.536559567378482,2438,2747,BPRackST,2747,5220-0003075,PDXTRANS,PDXTRANS,BF21108, ,5220,0,0, ,STAPLE, , ,Y, ,180
-122.673714049736887,45.52011730014123,2439,2054,BPRackST,2054,5220-0002739,PDXTRANS,PDXTRANS,BF65960, ,5220,0,0, ,STAPLE, , , , ,0
-122.654813394264636,45.559168555690079,2440,2546,BPRackST,2546,5220-0004110,PDXTRANS,PDXTRANS,BF10167, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.634019556340604,45.559075738379065,2441,2852,BPRackST,2852,5220-0003176,PDXTRANS,PDXTRANS,BF17637, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.675513875725926,45.562734980803953,2442,2916,BPRackST,2916,5220-0003243,PDXTRANS,PDXTRANS,BF5154, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.682793695288112,45.532163320978462,2443,2150,BPRackST,2150,5220-0002845,PDXTRANS,PDXTRANS,BF70216, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.682813330154715,45.510343893133218,2444,2657,BPRackST,2657,5220-0002981,PDXTRANS,PDXTRANS,BF61558, ,5220,2,0, ,STAPLE, , , , ,65
-122.681022470340679,45.52731661926309,2445,2418,BPRackST,2418,5220-0001942,PDXTRANS,PRIVATE,BF29457, ,5220,0,0, ,STAPLE, , , , ,0
-122.676933087000521,45.520856107501643,2446,2055,BPRackST,2055,5220-0000010,PDXTRANS,PDXTRANS,BF65950, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.613177823961053,45.511901502616539,2447,2748,BPRackST,2748,5220-0003076,PDXTRANS,PDXTRANS,BF37838, ,5220,1,0, ,STAPLE, , ,Y, ,0
-122.67558665545009,45.562732764742989,2448,2917,BPRackST,2917,5220-0003244,PDXTRANS,PDXTRANS,BF5154, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.677914887661046,45.519714703182622,2449,2253,BPRackST,2253,5220-0002692,PDXTRANS,PDXTRANS,BF58283, ,5220,0,0, ,STAPLE, , , , ,0
-122.634005863005811,45.559075891393185,2450,2853,BPRackST,2853,5220-0003177,PDXTRANS,PDXTRANS,BF17637, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.654834033301583,45.559169691877258,2451,2547,BPRackST,2547,5220-0004111,PDXTRANS,PDXTRANS,BF10167, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.675665217535197,45.525159990379628,2452,2354,BPRackST,2354,5220-0002346,PDXTRANS,PDXTRANS,BF29002, ,5220,0,0, ,CSHARE, , ,N, ,0
-122.682533660793226,45.532045978250743,2453,2151,BPRackST,2151,5220-0002846,PDXTRANS,PDXTRANS,BF70223, ,5220,0,0, ,STAPLE, , , , ,0
-122.682763594364232,45.510207617292942,2454,2658,BPRackST,2658,5220-0002982,PDXTRANS,PDXTRANS,BF61549, ,5220,2,0, ,STAPLE, , , , ,65
-122.675692985618412,45.562733270095713,2455,2918,BPRackST,2918,5220-0003245,PDXTRANS,PDXTRANS,BF5154, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.680874241647629,45.527319245012933,2456,2419,BPRackST,2419,5220-0001943,PDXTRANS,PRIVATE,BF29457, ,5220,0,0, ,STAPLE, , , , ,0
-122.641255336341061,45.559001835478306,2457,2548,BPRackST,2548,5220-0004112,PDXTRANS,PDXTRANS,BF17693, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.63399199601028,45.559075879537808,2458,2854,BPRackST,2854,5220-0003178,PDXTRANS,PDXTRANS,BF17637, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.682634247838848,45.510173299701002,2459,2659,BPRackST,2659,5220-0002983,PDXTRANS,PDXTRANS,BF61549, ,5220,2,0, ,STAPLE, , , , ,65
-122.676704647291572,45.520916614641543,2460,2056,BPRackST,2056,5220-0002741,PDXTRANS,PDXTRANS,BF65963, ,5220,0,0, ,STAPLE, , , , ,0
-122.682530512987569,45.531960984309201,2461,2152,BPRackST,2152,5220-0002847,PDXTRANS,PDXTRANS,BF70223, ,5220,0,0, ,STAPLE, , , , ,0
-122.677075935056877,45.519367190687547,2462,2254,BPRackST,2254,5220-0000266,PDXTRANS,PDXTRANS,BF58262, ,5220,0,0, ,STAPLE, , ,U, ,65
-122.675266343622965,45.524566369062399,2463,2355,BPRackST,2355,5220-0002268,PRIVATE,PRIVATE,BF28914, ,5220,0,0, ,CSHARE, , , , ,0
-122.613177910149972,45.51189373135653,2464,2749,BPRackST,2749,5220-0003079,PDXTRANS,PDXTRANS,BF37838, ,5220,1,0, ,STAPLE, , ,Y, ,0
-122.675896993323931,45.562788983655324,2465,2919,BPRackST,2919,5220-0003246,PDXTRANS,PDXTRANS,BF6229, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.633977843416872,45.55907568525739,2466,2855,BPRackST,2855,5220-0003179,PDXTRANS,PDXTRANS,BF17637, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.683501158808653,45.510406566963333,2467,2660,BPRackST,2660,5220-0002984,PDXTRANS,PDXTRANS,BF61550, ,5220,2,0, ,STAPLE, , , , ,65
-122.682525841678157,45.531834864270273,2468,2153,BPRackST,2153,5220-0002848,PDXTRANS,PDXTRANS,BF70223, ,5220,0,0, ,STAPLE, , , , ,0
-122.680519270612734,45.527325531141273,2469,2420,BPRackST,2420,5220-0001945,PDXTRANS,PRIVATE,BF29457, ,5220,0,0, ,STAPLE, , , , ,0
-122.675909673862449,45.520580814645967,2470,2057,BPRackST,2057,5220-0000089,PDXTRANS,PDXTRANS,BF65949, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.620314112595679,45.560053125635257,2471,2549,BPRackST,2549,5220-0004113,PDXTRANS,PDXTRANS,BF14298, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.676514507209887,45.51921676254161,2472,2255,BPRackST,2255,5220-0002694,PDXTRANS,PDXTRANS,BF58262, ,5220,0,0, ,STAPLE, , , , ,65
-122.613177996338848,45.511885960096478,2473,2750,BPRackST,2750,5220-0003081,PDXTRANS,PDXTRANS,BF37838, ,5220,1,0, ,STAPLE, , ,Y, ,0
-122.658329713660507,45.535148832490293,2474,2920,BPRackST,2920,5220-0003247,PDXTRANS,PDXTRANS,BF18182, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.681208940333093,45.516200287185825,2475,2356,BPRackST,2356,5220-0001700,PDXTRANS,PDXTRANS,BF59156, ,5220,0,0, ,STAPLE, , , , ,155
-122.633963938295949,45.559075299465569,2476,2856,BPRackST,2856,5220-0003180,PDXTRANS,PDXTRANS,BF17637, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.682520561173092,45.531692293784147,2477,2154,BPRackST,2154,5220-0002849,PDXTRANS,PDXTRANS,BF70223, ,5220,0,0, ,STAPLE, , , , ,0
-122.683448892071922,45.510326326371427,2478,2661,BPRackST,2661,5220-0002985,PDXTRANS,PDXTRANS,BF57724, ,5220,2,0, ,STNLES, , , , ,155
-122.675605428711549,45.553551931343634,2479,2921,BPRackST,2921,5220-0003248,PDXTRANS,PDXTRANS,BF6180, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.637244026835177,45.520556998055838,2480,2421,BPRackST,2421,5220-0003796,PDXTRANS,PDXTRANS,BF35673, ,5220,2,0, ,STAPLE, , ,N,Y,130
-122.588603059529532,45.548354021809978,2481,2857,BPRackST,2857,5220-0003182,PDXTRANS,PDXTRANS,BF25207, ,5220,2,0, ,STAPLE, , ,N,N,115
-122.683594285883643,45.510432790298921,2482,2662,BPRackST,2662,5220-0002986,PDXTRANS,PDXTRANS,BF61550, ,5220,2,0, ,STAPLE, , , , ,65
-122.67608108521118,45.520626608942663,2483,2058,BPRackST,2058,5220-0002742,PDXTRANS,PDXTRANS,BF65949, ,5220,0,0, ,STAPLE, , , , ,0
-122.620314875664491,45.560021975429606,2484,2550,BPRackST,2550,5220-0004114,PDXTRANS,PDXTRANS,BF14298, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.681649556573163,45.531471040169158,2485,2155,BPRackST,2155,5220-0002860,PDXTRANS,PDXTRANS,BF68355, ,5220,2,0, ,HOOP, , , , ,0
-122.681650862059129,45.515826984358206,2486,2357,BPRackST,2357,5220-0000339,PDXTRANS,UNKNOWN,BF59184, ,5220,0,0, ,STAPLE, , ,U, ,155
-122.613178082527838,45.511878188836306,2487,2751,BPRackST,2751,5220-0003083,PDXTRANS,PDXTRANS,BF37838, ,5220,1,0, ,STAPLE, , ,Y, ,0
-122.676626338916236,45.519370271705384,2488,2256,BPRackST,2256,5220-0001541,PDXTRANS,PDXTRANS,BF58282, ,5220,0,0, ,STAPLE, , , , ,65
-122.675606039482673,45.553567862117788,2489,2922,BPRackST,2922,5220-0003249,PDXTRANS,PDXTRANS,BF6180, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.682363752025182,45.531424388613601,2490,2156,BPRackST,2156,5220-0002861,PDXTRANS,PDXTRANS,BF68344, ,5220,2,0, ,HOOP, , , , ,0
-122.588578884051287,45.548362979694751,2491,2858,BPRackST,2858,5220-0003183,PDXTRANS,PDXTRANS,BF25207, ,5220,2,0, ,STAPLE, , ,Y,N,115
-122.637244353550003,45.520565720740798,2492,2422,BPRackST,2422,5220-0003797,PDXTRANS,PDXTRANS,BF35673, ,5220,2,0, ,STAPLE, , ,N,Y,130
-122.676226967427681,45.520665583124647,2493,2059,BPRackST,2059,5220-0002743,PDXTRANS,PDXTRANS,BF65949, ,5220,0,0, ,STAPLE, , , , ,70
-122.613178168716672,45.511870417576276,2494,2752,BPRackST,2752,5220-0003085,PDXTRANS,PDXTRANS,BF37838, ,5220,1,0, ,STAPLE, , ,Y, ,0
-122.676509632632417,45.519339098573042,2495,2257,BPRackST,2257,5220-0000794,PDXTRANS,PDXTRANS,BF58282, ,5220,0,0, ,STAPLE, , ,U, ,65
-122.656387541792469,45.534980089696028,2496,2551,BPRackST,2551,5220-0004115,PDXTRANS,PDXTRANS,BF18266, ,5220,2,0, ,STAPLE, , ,N,Y,0
-122.681782576474191,45.515582099888093,2497,2358,BPRackST,2358,5220-0001703,PDXTRANS,PDXTRANS,BF59184, ,5220,0,0, ,STAPLE, , , , ,155
-122.682351746168791,45.530909692653942,2498,2157,BPRackST,2157,5220-0002862,PDXTRANS,PDXTRANS,BF68344, ,5220,2,0, ,HOOP, , , , ,0
-122.61882520898719,45.535402607863055,2499,2859,BPRackST,2859,5220-0003184,PDXTRANS,PDXTRANS,BF14335, ,5220,2,0, ,STAPLE, , ,N,N,180
-122.682027248153105,45.515127081283907,2500,2359,BPRackST,2359,5220-0000337,PDXTRANS,UNKNOWN,BF59185, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.637243709510017,45.520574440732659,2501,2423,BPRackST,2423,5220-0003798,PDXTRANS,PDXTRANS,BF35673, ,5220,2,0, ,STAPLE, , ,N,Y,130
-122.67641480869716,45.519313770318831,2502,2258,BPRackST,2258,5220-0000455,PDXTRANS,PDXTRANS,BF58282, ,5220,0,0, ,STAPLE, , ,U, ,65
-122.645535160938536,45.511931143402649,2503,2753,BPRackST,2753,5220-0003088,PDXTRANS,PDXTRANS,BF44560, ,5220,1,0, ,STAPLE, , ,Y, ,49
-122.675959953142268,45.520717790751057,2504,2060,BPRackST,2060,5220-0001288,PDXTRANS,PDXTRANS,BF65962, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.68361319758101,45.510437370769502,2505,2663,BPRackST,2663,5220-0002987,PDXTRANS,PDXTRANS,BF61550, ,5220,2,0, ,STAPLE, , , , ,65
-122.650622929972727,45.526814015457944,2506,2552,BPRackST,2552,5220-0004116,PDXTRANS,PDXTRANS,BF11318, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.682315112511915,45.570128704233028,2507,2923,BPRackST,2923,5220-0003250,PDXTRANS,PDXTRANS,BF4610, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.618824992150451,45.535421806601327,2508,2860,BPRackST,2860,5220-0003185,PDXTRANS,PDXTRANS,BF14335, ,5220,2,0, ,STAPLE, , ,N,N,180
-122.682352411608335,45.530893274835449,2509,2158,BPRackST,2158,5220-0002863,PDXTRANS,PDXTRANS,BF68344, ,5220,2,0, ,HOOP, , , , ,0
-122.64552812909416,45.511937138300752,2510,2754,BPRackST,2754,5220-0003089,PDXTRANS,PDXTRANS,BF44560, ,5220,1,0, ,STAPLE, , ,Y, ,49
-122.675661005017886,45.520637689856486,2511,2061,BPRackST,2061,5220-0002744,PDXTRANS,PDXTRANS,BF65962, ,5220,0,0, ,STAPLE, , , , ,0
-122.650623354039169,45.526960530889866,2512,2553,BPRackST,2553,5220-0004117,PDXTRANS,PDXTRANS,BF11318, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.675663763945323,45.51898903258548,2513,2259,BPRackST,2259,5220-0001186,PDXTRANS,UNKNOWN,BF58261, ,5220,0,0, ,STAPLE, , ,U, ,65
-122.658617453040023,45.508041752042992,2514,2924,BPRackST,2924,5220-0003251,PDXTRANS,PDXTRANS,BF40414, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.681959424074336,45.514824545918906,2515,2360,BPRackST,2360,5220-0001706,PDXTRANS,PDXTRANS,BF59158, ,5220,0,0, ,STAPLE, , , , ,0
-122.683868194696686,45.509861685784657,2516,2664,BPRackST,2664,5220-0002988,PDXTRANS,PDXTRANS,BF60033, ,5220,2,0, ,STAPLE, , , , ,65
-122.67509198629952,45.520362224287815,2517,2062,BPRackST,2062,5220-0000795,PDXTRANS,PDXTRANS,BF65948, ,5220,0,0, ,RIBBON, , ,U, ,0
-122.658467108076266,45.508604236926729,2518,2861,BPRackST,2861,5220-0003186,PDXTRANS,PDXTRANS,BF46157, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.68236438248519,45.531407060824996,2519,2159,BPRackST,2159,5220-0002864,PDXTRANS,PDXTRANS,BF68344, ,5220,2,0, ,HOOP, , , , ,0
-122.637243648245615,45.520583162341289,2520,2424,BPRackST,2424,5220-0003799,PDXTRANS,PDXTRANS,BF35673, ,5220,2,0, ,STAPLE, , ,N,Y,130
-122.682200563835096,45.514379704306506,2521,2361,BPRackST,2361,5220-0001693,PDXTRANS,PDXTRANS,BF59159, ,5220,0,0, ,STAPLE, , , , ,0
-122.65461990895497,45.510655938278241,2522,2925,BPRackST,2925,5220-0003252,PDXTRANS,PDXTRANS,BF32497, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.675839361795923,45.519159415141537,2523,2260,BPRackST,2260,5220-0002399,PDXTRANS,PDXTRANS,BF58281, ,5220,0,0, ,STAPLE, , , , ,65
-122.681617777572853,45.531471695054961,2524,2160,BPRackST,2160,5220-0002865,PDXTRANS,PDXTRANS,BF68355, ,5220,2,0, ,HOOP, , , , ,0
-122.684001504863488,45.509897573501981,2525,2665,BPRackST,2665,5220-0002989,PDXTRANS,PDXTRANS,BF60033, ,5220,2,0, ,STAPLE, , , , ,65
-122.674953435366859,45.52032513108702,2526,2063,BPRackST,2063,5220-0001095,PDXTRANS,PDXTRANS,BF65948, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.658499434356443,45.508604765284844,2527,2862,BPRackST,2862,5220-0003187,PDXTRANS,PDXTRANS,BF46157, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.654620210775633,45.510632438529043,2528,2926,BPRackST,2926,5220-0003253,PDXTRANS,PDXTRANS,BF32497, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.645521097248533,45.511943133198486,2529,2755,BPRackST,2755,5220-0003090,PDXTRANS,PDXTRANS,BF44560, ,5220,1,0, ,STAPLE, , ,Y, ,49
-122.589377845374443,45.526375387448205,2530,2554,BPRackST,2554,5220-0004118,PDXTRANS,PDXTRANS,BF20473, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.63724351741098,45.520591883756865,2531,2425,BPRackST,2425,5220-0003800,PDXTRANS,PDXTRANS,BF35673, ,5220,2,0, ,STAPLE, , ,N,Y,130
-122.674336765033999,45.523675183027677,2532,2161,BPRackST,2161,5220-0002825,PDXTRANS,PDXTRANS,BF28153, ,5220,2,0, ,STAPLE, , ,N, ,180
-122.674767486155332,45.520275348471628,2533,2064,BPRackST,2064,5220-0001094,PDXTRANS,PDXTRANS,BF65948, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.675587564609941,45.519092476044563,2534,2261,BPRackST,2261,5220-0000904,PDXTRANS,PDXTRANS,BF58281, ,5220,0,0, ,STAPLE, , ,U, ,65
-122.645514065401215,45.511949128095807,2535,2756,BPRackST,2756,5220-0003091,PDXTRANS,PDXTRANS,BF44560, ,5220,1,0, ,STAPLE, , ,Y, ,49
-122.682271923029049,45.514247887440192,2536,2362,BPRackST,2362,5220-0000335,PDXTRANS,UNKNOWN,BF59159, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.683974662094911,45.509365984238677,2537,2666,BPRackST,2666,5220-0002991,PDXTRANS,PDXTRANS,BF57725, ,5220,2,0, ,STNLES, , , , ,155
-122.65462512585907,45.510894108519935,2538,2863,BPRackST,2863,5220-0003190,PDXTRANS,PDXTRANS,BF32496, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.584724464862859,45.527587757571617,2539,2555,BPRackST,2555,5220-0004119,PDXTRANS,PDXTRANS,BF16078, ,5220,2,0, ,STAPLE, , ,N,N,180
-122.702788102997886,45.536103219291476,2540,2927,BPRackST,2927,5220-0003256,PDXTRANS,PDXTRANS,BF27952, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.673485938431369,45.523294928376892,2541,2162,BPRackST,2162,5220-0002866,PDXTRANS,PDXTRANS,BF28114, ,5220,2,0, ,STAPLE, , , , ,180
-122.637243358440386,45.52060065994786,2542,2426,BPRackST,2426,5220-0003801,PDXTRANS,PDXTRANS,BF35673, ,5220,2,0, ,STAPLE, , ,N,Y,130
-122.61685369229005,45.536005128554947,2543,2864,BPRackST,2864,5220-0003191,PDXTRANS,PDXTRANS,BF14406, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.683376511356386,45.527378747669324,2544,2065,BPRackST,2065,5220-0002746,PDXTRANS,PDXTRANS,BF27318, ,5220,0,0, ,ART, , , , ,180
-122.675510931002208,45.519072103133979,2545,2262,BPRackST,2262,5220-0002398,PDXTRANS,PDXTRANS,BF58281, ,5220,0,0, ,STAPLE, , , , ,65
-122.645507033552505,45.511955122992639,2546,2757,BPRackST,2757,5220-0003092,PDXTRANS,PDXTRANS,BF44560, ,5220,1,0, ,STAPLE, , ,Y, ,49
-122.682103662649482,45.514559098932651,2547,2363,BPRackST,2363,5220-0001694,PDXTRANS,PDXTRANS,BF59159, ,5220,0,0, ,STAPLE, , , , ,0
-122.684019047863544,45.509282684091922,2548,2667,BPRackST,2667,5220-0002992,PDXTRANS,PDXTRANS,BF57725, ,5220,2,0, ,STNLES, , , , ,155
-122.674505793413999,45.523943055517776,2549,2163,BPRackST,2163,5220-0002771,PDXTRANS,PDXTRANS,BF28148, ,5220,2,0, ,STAPLE, , ,N, ,180
-122.584724435697098,45.527598728370641,2550,2556,BPRackST,2556,5220-0004120,PDXTRANS,PDXTRANS,BF16078, ,5220,2,0, ,STAPLE, , ,N,N,180
-122.661487754057433,45.540151333070703,2551,2928,BPRackST,2928,5220-0003257,PDXTRANS,PDXTRANS,BF23379, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.683410558936274,45.528304215006081,2552,2066,BPRackST,2066,5220-0001892,PDXTRANS,PDXTRANS,BF27319, ,5220,0,0, ,STAPLE, , , , ,0
-122.61715519691964,45.535916316009043,2553,2865,BPRackST,2865,5220-0003293,PDXTRANS,PDXTRANS,BF14387, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.682948167930562,45.508674929601689,2554,2668,BPRackST,2668,5220-0002996,PDXTRANS,PDXTRANS,BF57214, ,5220,2,0, ,STAPLE, , , , ,65
-122.645529280492511,45.511932790975358,2555,2758,BPRackST,2758,5220-0003093,PDXTRANS,PDXTRANS,BF44560, ,5220,1,0, ,STAPLE, , ,Y, ,49
-122.637336791629679,45.522022157154275,2556,2427,BPRackST,2427,5220-0003493,PDXTRANS,PDXTRANS,BF35719, ,5220,2,0, ,STAPLE, , ,N,Y,130
-122.68393813768229,45.522773050444776,2557,2263,BPRackST,2263,5220-0002696,PDXTRANS,PDXTRANS,BF54823, ,5220,0,0, ,STAPLE, , , , ,0
-122.67360560185449,45.526542662435368,2558,2164,BPRackST,2164,5220-0002816,PDXTRANS,PDXTRANS,BF28118, ,5220,2,0, ,STAPLE, , ,N, ,180
-122.682677714120089,45.513931268820137,2559,2364,BPRackST,2364,5220-0001692,PDXTRANS,PDXTRANS,BF59187, ,5220,0,0, ,STAPLE, , , , ,0
-122.583674723054742,45.526521700843006,2560,2557,BPRackST,2557,5220-0004121,PDXTRANS,PDXTRANS,BF20351, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.661178966929114,45.51871201930674,2561,2929,BPRackST,2929,5220-0003258,PDXTRANS,PDXTRANS,BF53785, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.619828308798034,45.535836377238454,2562,2866,BPRackST,2866,5220-0003192,PDXTRANS,PDXTRANS,BF14277, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.683419855262812,45.528492622716584,2563,2067,BPRackST,2067,5220-0001893,PDXTRANS,PDXTRANS,BF27319, ,5220,0,0, ,STAPLE, , , , ,0
-122.645522248647453,45.51193878587322,2564,2759,BPRackST,2759,5220-0003094,PDXTRANS,PDXTRANS,BF44560, ,5220,1,0, ,STAPLE, , ,Y, ,49
-122.682953467912611,45.508663750924519,2565,2669,BPRackST,2669,5220-0002997,PDXTRANS,PDXTRANS,BF61404, ,5220,2,0, ,STAPLE, , , , ,90
-122.683957756774646,45.5227898255322,2566,2264,BPRackST,2264,5220-0002697,PDXTRANS,PDXTRANS,BF54823, ,5220,0,0, ,STAPLE, , , , ,0
-122.674062278799497,45.523875018340902,2567,2165,BPRackST,2165,5220-0002797,PDXTRANS,PDXTRANS,BF28819, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.673856569306423,45.522989803306757,2568,2068,BPRackST,2068,5220-0001313,PDXTRANS,PDXTRANS,BF67323, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.658596148899875,45.523772197250679,2569,2867,BPRackST,2867,5220-0003194,PDXTRANS,PDXTRANS,BF16310, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.674498298478312,45.523692789351443,2570,2365,BPRackST,2365,5220-0002768,PDXTRANS,PDXTRANS,BF28147, ,5220,2,0, ,STAPLE, , ,N, ,180
-122.637337266313367,45.522013245341356,2571,2428,BPRackST,2428,5220-0003494,PDXTRANS,PDXTRANS,BF35719, ,5220,2,0, ,STAPLE, , ,N,Y,130
-122.645515216800888,45.51194478077057,2572,2760,BPRackST,2760,5220-0003095,PDXTRANS,PDXTRANS,BF44560, ,5220,1,0, ,STAPLE, , ,Y, ,49
-122.58371842557213,45.526522613669961,2573,2558,BPRackST,2558,5220-0004122,PDXTRANS,PDXTRANS,BF20351, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.683646553968899,45.522651779346269,2574,2265,BPRackST,2265,5220-0002698,PDXTRANS,PDXTRANS,BF65957, ,5220,0,0, ,STAPLE, , , , ,0
-122.674362374355781,45.524409994053272,2575,2166,BPRackST,2166,5220-0002828,PDXTRANS,PDXTRANS,BF28154, ,5220,2,0, ,STAPLE, , ,N, ,180
-122.673809749794856,45.522989594209037,2576,2069,BPRackST,2069,5220-0001312,PDXTRANS,PDXTRANS,BF67323, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.674532925436594,45.524701499844738,2577,2167,BPRackST,2167,5220-0000846,PDXTRANS,PDXTRANS,BF28149, ,5220,2,0, ,STAPLE, , ,N, ,180
-122.637337674863232,45.522004333242741,2578,2429,BPRackST,2429,5220-0003495,PDXTRANS,PDXTRANS,BF35719, ,5220,2,0, ,STAPLE, , ,N,Y,130
-122.674495253372342,45.523613280615969,2579,2366,BPRackST,2366,5220-0002767,PDXTRANS,PDXTRANS,BF28147, ,5220,2,0, ,STAPLE, , , , ,180
-122.645508184952845,45.511950775667529,2580,2761,BPRackST,2761,5220-0003096,PDXTRANS,PDXTRANS,BF44560, ,5220,1,0, ,STAPLE, , ,Y, ,49
-122.68330271910726,45.522560088173783,2581,2266,BPRackST,2266,5220-0002699,PDXTRANS,PDXTRANS,BF65957, ,5220,0,0, ,STAPLE, , , , ,0
-122.554323880548125,45.558716825022678,2582,2559,BPRackST,2559,5220-0004123,PDXTRANS,PDXTRANS,BF25236, ,5220,2,0, ,STAPLE, , ,N,Y,0
-122.652560939580354,45.548303266695456,2583,2868,BPRackST,2868,5220-0003195,PDXTRANS,PDXTRANS,BF19953, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.682961946191128,45.508475975839985,2584,2670,BPRackST,2670,5220-0002998,PDXTRANS,PDXTRANS,BF61404, ,5220,2,0, ,STAPLE, , , , ,180
-122.755333124674124,45.590436340735629,2585,2930,BPRackST,2930,5220-0003259,PDXTRANS,PDXTRANS,BF744, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.674350877763828,45.517980324348429,2586,2070,BPRackST,2070,5220-0002760,PDXTRANS,PDXTRANS,BF63810, ,5220,2,0, ,STAPLE, , ,N, ,0
-122.6741620852452,45.524592162061879,2587,2168,BPRackST,2168,5220-0002867,PDXTRANS,PDXTRANS,BF28913, ,5220,2,0, ,ART, , ,N,N,0
-122.619833948803389,45.537493315289396,2588,2869,BPRackST,2869,5220-0003196,PDXTRANS,PDXTRANS,BF14279, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.637337601188889,45.521995419062243,2589,2430,BPRackST,2430,5220-0003496,PDXTRANS,PDXTRANS,BF35719, ,5220,2,0, ,STAPLE, , ,N,Y,130
-122.674486433113515,45.523382979440491,2590,2367,BPRackST,2367,5220-0002766,PDXTRANS,PDXTRANS,BF28147, ,5220,2,0, ,STAPLE, , ,N, ,180
-122.684574397410614,45.521701762593018,2591,2267,BPRackST,2267,5220-0002054,PDXTRANS,PDXTRANS,BF54824, ,5220,0,0, ,STAPLE, , , , ,0
-122.645501153103325,45.511956770564005,2592,2762,BPRackST,2762,5220-0003097,PDXTRANS,PDXTRANS,BF44560, ,5220,1,0, ,STAPLE, , ,Y, ,49
-122.623036956050996,45.51195967499698,2593,2931,BPRackST,2931,5220-0003260,PDXTRANS,PDXTRANS,BF46373, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.674160190089225,45.524471467442133,2594,2169,BPRackST,2169,5220-0002868,PDXTRANS,PDXTRANS,BF28891, ,5220,2,0, ,STAPLE, , , , ,0
